committee;chamber;congress;year_start;year_end;full_name;first_name;last_name;party;state;role;;
Rules and Administration;Senate;117;2021;2022;David Williams;David;Williams;Democrat;IA;Member;;
Rules and Administration;Senate;117;2021;2022;Robert Brown;Robert;Brown;Republican;KS;Member;;
Rules and Administration;Senate;117;2021;2022;James Jones;James;Jones;Democrat;KY;Member;;
Rules and Administration;Senate;117;2021;2022;William Miller;William;Miller;Republican;LA;Member;;
Rules and Administration;Senate;117;2021;2022;Richard Davis;Richard;Davis;Democrat;ME;Member;;
Rules and Administration;Senate;117;2021;2022;Joseph Garcia;Joseph;Garcia;Republican;MD;Member;;
Rules and Administration;Senate;117;2021;2022;Thomas Rodriguez;Thomas;Rodriguez;Democrat;MA;Member;;
Rules and Administration;Senate;117;2021;2022;Charles Wilson;Charles;Wilson;Republican;MI;Member;;
Rules and Administration;Senate;117;2021;2022;Christopher Martinez;Christopher;Martinez;Democrat;MN;Member;;
Rules and Administration;Senate;117;2021;2022;Daniel Anderson;Daniel;Anderson;Republican;MS;Member;;
Rules and Administration;Senate;117;2021;2022;Matthew Taylor;Matthew;Taylor;Democrat;MO;Member;;
Rules and Administration;Senate;117;2021;2022;Anthony Thomas;Anthony;Thomas;Republican;MT;Member;;
Rules and Administration;Senate;117;2021;2022;Mark Moore;Mark;Moore;Democrat;NE;Member;;
Rules and Administration;Senate;117;2021;2022;Donald Jackson;Donald;Jackson;Republican;NV;Member;;
Rules and Administration;Senate;117;2021;2022;Steven Martin;Steven;Martin;Democrat;NH;Member;;
Rules and Administration;Senate;118;2023;2024;Amy Klobuchar;Amy;Klobuchar;Democrat;AL;Chair;;
Rules and Administration;Senate;118;2023;2024;Deb Fischer;Deb;Fischer;Republican;UT;Ranking Member;;
Rules and Administration;Senate;118;2023;2024;John Smith;John;Smith;Democrat;IL;Member;;
Rules and Administration;Senate;118;2023;2024;Michael Johnson;Michael;Johnson;Republican;IN;Member;;
Rules and Administration;Senate;118;2023;2024;David Williams;David;Williams;Democrat;IA;Member;;
Rules and Administration;Senate;118;2023;2024;Robert Brown;Robert;Brown;Republican;KS;Member;;
Rules and Administration;Senate;118;2023;2024;James Jones;James;Jones;Democrat;KY;Member;;
Rules and Administration;Senate;118;2023;2024;William Miller;William;Miller;Republican;LA;Member;;
Rules and Administration;Senate;118;2023;2024;Richard Davis;Richard;Davis;Democrat;ME;Member;;
Rules and Administration;Senate;118;2023;2024;Joseph Garcia;Joseph;Garcia;Republican;MD;Member;;
Rules and Administration;Senate;118;2023;2024;Thomas Rodriguez;Thomas;Rodriguez;Democrat;MA;Member;;
Rules and Administration;Senate;118;2023;2024;Charles Wilson;Charles;Wilson;Republican;MI;Member;;
Rules and Administration;Senate;118;2023;2024;Christopher Martinez;Christopher;Martinez;Democrat;MN;Member;;
Rules and Administration;Senate;118;2023;2024;Daniel Anderson;Daniel;Anderson;Republican;MS;Member;;
Rules and Administration;Senate;118;2023;2024;Matthew Taylor;Matthew;Taylor;Democrat;MO;Member;;
Rules and Administration;Senate;118;2023;2024;Anthony Thomas;Anthony;Thomas;Republican;MT;Member;;
Rules and Administration;Senate;118;2023;2024;Mark Moore;Mark;Moore;Democrat;NE;Member;;
Rules and Administration;Senate;118;2023;2024;Donald Jackson;Donald;Jackson;Republican;NV;Member;;
Rules and Administration;Senate;118;2023;2024;Steven Martin;Steven;Martin;Democrat;NH;Member;;
Small Business and Entrepreneurship;Senate;115;2017;2018;Jim Risch;Jim;Risch;Republican;MN;Chair;;
Small Business and Entrepreneurship;Senate;115;2017;2018;Jeanne Shaheen;Jeanne;Shaheen;Democrat;KS;Ranking Member;;
Small Business and Entrepreneurship;Senate;115;2017;2018;John Smith;John;Smith;Republican;MA;Member;;
Small Business and Entrepreneurship;Senate;115;2017;2018;Michael Johnson;Michael;Johnson;Democrat;MI;Member;;
Small Business and Entrepreneurship;Senate;115;2017;2018;David Williams;David;Williams;Republican;MN;Member;;
Small Business and Entrepreneurship;Senate;115;2017;2018;Robert Brown;Robert;Brown;Democrat;MS;Member;;
Small Business and Entrepreneurship;Senate;115;2017;2018;James Jones;James;Jones;Republican;MO;Member;;
Small Business and Entrepreneurship;Senate;115;2017;2018;William Miller;William;Miller;Democrat;MT;Member;;
Small Business and Entrepreneurship;Senate;115;2017;2018;Richard Davis;Richard;Davis;Republican;NE;Member;;
Small Business and Entrepreneurship;Senate;115;2017;2018;Joseph Garcia;Joseph;Garcia;Democrat;NV;Member;;
Small Business and Entrepreneurship;Senate;115;2017;2018;Thomas Rodriguez;Thomas;Rodriguez;Republican;NH;Member;;
Small Business and Entrepreneurship;Senate;115;2017;2018;Charles Wilson;Charles;Wilson;Democrat;NJ;Member;;
Small Business and Entrepreneurship;Senate;115;2017;2018;Christopher Martinez;Christopher;Martinez;Republican;NM;Member;;
Small Business and Entrepreneurship;Senate;115;2017;2018;Daniel Anderson;Daniel;Anderson;Democrat;NY;Member;;
Small Business and Entrepreneurship;Senate;115;2017;2018;Matthew Taylor;Matthew;Taylor;Republican;NC;Member;;
Small Business and Entrepreneurship;Senate;115;2017;2018;Anthony Thomas;Anthony;Thomas;Democrat;ND;Member;;
Small Business and Entrepreneurship;Senate;115;2017;2018;Mark Moore;Mark;Moore;Republican;OH;Member;;
Small Business and Entrepreneurship;Senate;115;2017;2018;Donald Jackson;Donald;Jackson;Democrat;OK;Member;;
Small Business and Entrepreneurship;Senate;115;2017;2018;Steven Martin;Steven;Martin;Republican;OR;Member;;
Small Business and Entrepreneurship;Senate;116;2019;2020;Marco Rubio;Marco;Rubio;Republican;PA;Chair;;
Small Business and Entrepreneurship;Senate;116;2019;2020;Ben Cardin;Ben;Cardin;Democrat;WA;Ranking Member;;
Small Business and Entrepreneurship;Senate;116;2019;2020;John Smith;John;Smith;Republican;MA;Member;;
Small Business and Entrepreneurship;Senate;116;2019;2020;Michael Johnson;Michael;Johnson;Democrat;MI;Member;;
Small Business and Entrepreneurship;Senate;116;2019;2020;David Williams;David;Williams;Republican;MN;Member;;
Small Business and Entrepreneurship;Senate;116;2019;2020;Robert Brown;Robert;Brown;Democrat;MS;Member;;
Small Business and Entrepreneurship;Senate;116;2019;2020;James Jones;James;Jones;Republican;MO;Member;;
Small Business and Entrepreneurship;Senate;116;2019;2020;William Miller;William;Miller;Democrat;MT;Member;;
Small Business and Entrepreneurship;Senate;116;2019;2020;Richard Davis;Richard;Davis;Republican;NE;Member;;
Small Business and Entrepreneurship;Senate;116;2019;2020;Joseph Garcia;Joseph;Garcia;Democrat;NV;Member;;
Small Business and Entrepreneurship;Senate;116;2019;2020;Thomas Rodriguez;Thomas;Rodriguez;Republican;NH;Member;;
Small Business and Entrepreneurship;Senate;116;2019;2020;Charles Wilson;Charles;Wilson;Democrat;NJ;Member;;
Small Business and Entrepreneurship;Senate;116;2019;2020;Christopher Martinez;Christopher;Martinez;Republican;NM;Member;;
Small Business and Entrepreneurship;Senate;116;2019;2020;Daniel Anderson;Daniel;Anderson;Democrat;NY;Member;;
Small Business and Entrepreneurship;Senate;116;2019;2020;Matthew Taylor;Matthew;Taylor;Republican;NC;Member;;
Small Business and Entrepreneurship;Senate;116;2019;2020;Anthony Thomas;Anthony;Thomas;Democrat;ND;Member;;
Small Business and Entrepreneurship;Senate;116;2019;2020;Mark Moore;Mark;Moore;Republican;OH;Member;;
Small Business and Entrepreneurship;Senate;116;2019;2020;Donald Jackson;Donald;Jackson;Democrat;OK;Member;;
Small Business and Entrepreneurship;Senate;116;2019;2020;Steven Martin;Steven;Martin;Republican;OR;Member;;
Small Business and Entrepreneurship;Senate;117;2021;2022;Ben Cardin;Ben;Cardin;Democrat;WA;Chair;;
Small Business and Entrepreneurship;Senate;117;2021;2022;Rand Paul;Rand;Paul;Republican;MA;Ranking Member;;
Small Business and Entrepreneurship;Senate;117;2021;2022;John Smith;John;Smith;Democrat;MA;Member;;
Small Business and Entrepreneurship;Senate;117;2021;2022;Michael Johnson;Michael;Johnson;Republican;MI;Member;;
Small Business and Entrepreneurship;Senate;117;2021;2022;David Williams;David;Williams;Democrat;MN;Member;;
Small Business and Entrepreneurship;Senate;117;2021;2022;Robert Brown;Robert;Brown;Republican;MS;Member;;
Small Business and Entrepreneurship;Senate;117;2021;2022;James Jones;James;Jones;Democrat;MO;Member;;
Small Business and Entrepreneurship;Senate;117;2021;2022;William Miller;William;Miller;Republican;MT;Member;;
Small Business and Entrepreneurship;Senate;117;2021;2022;Richard Davis;Richard;Davis;Democrat;NE;Member;;
Small Business and Entrepreneurship;Senate;117;2021;2022;Joseph Garcia;Joseph;Garcia;Republican;NV;Member;;
Small Business and Entrepreneurship;Senate;117;2021;2022;Thomas Rodriguez;Thomas;Rodriguez;Democrat;NH;Member;;
Small Business and Entrepreneurship;Senate;117;2021;2022;Charles Wilson;Charles;Wilson;Republican;NJ;Member;;
Small Business and Entrepreneurship;Senate;117;2021;2022;Christopher Martinez;Christopher;Martinez;Democrat;NM;Member;;
Small Business and Entrepreneurship;Senate;117;2021;2022;Daniel Anderson;Daniel;Anderson;Republican;NY;Member;;
Small Business and Entrepreneurship;Senate;117;2021;2022;Matthew Taylor;Matthew;Taylor;Democrat;NC;Member;;
Small Business and Entrepreneurship;Senate;117;2021;2022;Anthony Thomas;Anthony;Thomas;Republican;ND;Member;;
Small Business and Entrepreneurship;Senate;117;2021;2022;Mark Moore;Mark;Moore;Democrat;OH;Member;;
Small Business and Entrepreneurship;Senate;117;2021;2022;Donald Jackson;Donald;Jackson;Republican;OK;Member;;
Small Business and Entrepreneurship;Senate;117;2021;2022;Steven Martin;Steven;Martin;Democrat;OR;Member;;
Small Business and Entrepreneurship;Senate;118;2023;2024;Jeanne Shaheen;Jeanne;Shaheen;Democrat;KS;Chair;;
Small Business and Entrepreneurship;Senate;118;2023;2024;Joni Ernst;Joni;Ernst;Republican;RI;Ranking Member;;
Small Business and Entrepreneurship;Senate;118;2023;2024;John Smith;John;Smith;Democrat;MA;Member;;
Small Business and Entrepreneurship;Senate;118;2023;2024;Michael Johnson;Michael;Johnson;Republican;MI;Member;;
Small Business and Entrepreneurship;Senate;118;2023;2024;David Williams;David;Williams;Democrat;MN;Member;;
Small Business and Entrepreneurship;Senate;118;2023;2024;Robert Brown;Robert;Brown;Republican;MS;Member;;
Small Business and Entrepreneurship;Senate;118;2023;2024;James Jones;James;Jones;Democrat;MO;Member;;
Small Business and Entrepreneurship;Senate;118;2023;2024;William Miller;William;Miller;Republican;MT;Member;;
Small Business and Entrepreneurship;Senate;118;2023;2024;Richard Davis;Richard;Davis;Democrat;NE;Member;;
Small Business and Entrepreneurship;Senate;118;2023;2024;Joseph Garcia;Joseph;Garcia;Republican;NV;Member;;
Small Business and Entrepreneurship;Senate;118;2023;2024;Thomas Rodriguez;Thomas;Rodriguez;Democrat;NH;Member;;
Small Business and Entrepreneurship;Senate;118;2023;2024;Charles Wilson;Charles;Wilson;Republican;NJ;Member;;
Small Business and Entrepreneurship;Senate;118;2023;2024;Christopher Martinez;Christopher;Martinez;Democrat;NM;Member;;
Small Business and Entrepreneurship;Senate;118;2023;2024;Daniel Anderson;Daniel;Anderson;Republican;NY;Member;;
Small Business and Entrepreneurship;Senate;118;2023;2024;Matthew Taylor;Matthew;Taylor;Democrat;NC;Member;;
Small Business and Entrepreneurship;Senate;118;2023;2024;Anthony Thomas;Anthony;Thomas;Republican;ND;Member;;
Small Business and Entrepreneurship;Senate;118;2023;2024;Mark Moore;Mark;Moore;Democrat;OH;Member;;
Small Business and Entrepreneurship;Senate;118;2023;2024;Donald Jackson;Donald;Jackson;Republican;OK;Member;;
Small Business and Entrepreneurship;Senate;118;2023;2024;Steven Martin;Steven;Martin;Democrat;OR;Member;;
Veterans' Affairs;Senate;115;2017;2018;Johnny Isakson;Johnny;Isakson;Republican;MI;Chair;;
Veterans' Affairs;Senate;115;2017;2018;Jon Tester;Jon;Tester;Democrat;SC;Ranking Member;;
Veterans' Affairs;Senate;115;2017;2018;John Smith;John;Smith;Republican;AZ;Member;;
Veterans' Affairs;Senate;115;2017;2018;Michael Johnson;Michael;Johnson;Democrat;AR;Member;;
Veterans' Affairs;Senate;115;2017;2018;David Williams;David;Williams;Republican;CA;Member;;
Veterans' Affairs;Senate;115;2017;2018;Robert Brown;Robert;Brown;Democrat;CO;Member;;
Veterans' Affairs;Senate;115;2017;2018;James Jones;James;Jones;Republican;CT;Member;;
Veterans' Affairs;Senate;115;2017;2018;William Miller;William;Miller;Democrat;DE;Member;;
Veterans' Affairs;Senate;115;2017;2018;Richard Davis;Richard;Davis;Republican;FL;Member;;
Veterans' Affairs;Senate;115;2017;2018;Joseph Garcia;Joseph;Garcia;Democrat;GA;Member;;
Veterans' Affairs;Senate;115;2017;2018;Thomas Rodriguez;Thomas;Rodriguez;Republican;HI;Member;;
Veterans' Affairs;Senate;115;2017;2018;Charles Wilson;Charles;Wilson;Democrat;ID;Member;;
Veterans' Affairs;Senate;115;2017;2018;Christopher Martinez;Christopher;Martinez;Republican;IL;Member;;
Veterans' Affairs;Senate;115;2017;2018;Daniel Anderson;Daniel;Anderson;Democrat;IN;Member;;
Veterans' Affairs;Senate;115;2017;2018;Matthew Taylor;Matthew;Taylor;Republican;IA;Member;;
Veterans' Affairs;Senate;115;2017;2018;Anthony Thomas;Anthony;Thomas;Democrat;KS;Member;;
Veterans' Affairs;Senate;115;2017;2018;Mark Moore;Mark;Moore;Republican;KY;Member;;
Veterans' Affairs;Senate;116;2019;2020;Johnny Isakson;Johnny;Isakson;Republican;MI;Chair;;
Veterans' Affairs;Senate;116;2019;2020;Jon Tester;Jon;Tester;Democrat;SC;Ranking Member;;
Veterans' Affairs;Senate;116;2019;2020;John Smith;John;Smith;Republican;AZ;Member;;
Veterans' Affairs;Senate;116;2019;2020;Michael Johnson;Michael;Johnson;Democrat;AR;Member;;
Veterans' Affairs;Senate;116;2019;2020;David Williams;David;Williams;Republican;CA;Member;;
Veterans' Affairs;Senate;116;2019;2020;Robert Brown;Robert;Brown;Democrat;CO;Member;;
Veterans' Affairs;Senate;116;2019;2020;James Jones;James;Jones;Republican;CT;Member;;
Veterans' Affairs;Senate;116;2019;2020;William Miller;William;Miller;Democrat;DE;Member;;
Veterans' Affairs;Senate;116;2019;2020;Richard Davis;Richard;Davis;Republican;FL;Member;;
Veterans' Affairs;Senate;116;2019;2020;Joseph Garcia;Joseph;Garcia;Democrat;GA;Member;;
Veterans' Affairs;Senate;116;2019;2020;Thomas Rodriguez;Thomas;Rodriguez;Republican;HI;Member;;
Veterans' Affairs;Senate;116;2019;2020;Charles Wilson;Charles;Wilson;Democrat;ID;Member;;
Veterans' Affairs;Senate;116;2019;2020;Christopher Martinez;Christopher;Martinez;Republican;IL;Member;;
Veterans' Affairs;Senate;116;2019;2020;Daniel Anderson;Daniel;Anderson;Democrat;IN;Member;;
Veterans' Affairs;Senate;116;2019;2020;Matthew Taylor;Matthew;Taylor;Republican;IA;Member;;
Veterans' Affairs;Senate;116;2019;2020;Anthony Thomas;Anthony;Thomas;Democrat;KS;Member;;
Veterans' Affairs;Senate;116;2019;2020;Mark Moore;Mark;Moore;Republican;KY;Member;;
Veterans' Affairs;Senate;117;2021;2022;Jon Tester;Jon;Tester;Democrat;SC;Chair;;
Veterans' Affairs;Senate;117;2021;2022;Jerry Moran;Jerry;Moran;Republican;MN;Ranking Member;;
Veterans' Affairs;Senate;117;2021;2022;John Smith;John;Smith;Democrat;AZ;Member;;
Veterans' Affairs;Senate;117;2021;2022;Michael Johnson;Michael;Johnson;Republican;AR;Member;;
Veterans' Affairs;Senate;117;2021;2022;David Williams;David;Williams;Democrat;CA;Member;;
Veterans' Affairs;Senate;117;2021;2022;Robert Brown;Robert;Brown;Republican;CO;Member;;
Veterans' Affairs;Senate;117;2021;2022;James Jones;James;Jones;Democrat;CT;Member;;
Veterans' Affairs;Senate;117;2021;2022;William Miller;William;Miller;Republican;DE;Member;;
Veterans' Affairs;Senate;117;2021;2022;Richard Davis;Richard;Davis;Democrat;FL;Member;;
Veterans' Affairs;Senate;117;2021;2022;Joseph Garcia;Joseph;Garcia;Republican;GA;Member;;
Veterans' Affairs;Senate;117;2021;2022;Thomas Rodriguez;Thomas;Rodriguez;Democrat;HI;Member;;
Veterans' Affairs;Senate;117;2021;2022;Charles Wilson;Charles;Wilson;Republican;ID;Member;;
Veterans' Affairs;Senate;117;2021;2022;Christopher Martinez;Christopher;Martinez;Democrat;IL;Member;;
Veterans' Affairs;Senate;117;2021;2022;Daniel Anderson;Daniel;Anderson;Republican;IN;Member;;
Veterans' Affairs;Senate;117;2021;2022;Matthew Taylor;Matthew;Taylor;Democrat;IA;Member;;
Veterans' Affairs;Senate;117;2021;2022;Anthony Thomas;Anthony;Thomas;Republican;KS;Member;;
Veterans' Affairs;Senate;117;2021;2022;Mark Moore;Mark;Moore;Democrat;KY;Member;;
Veterans' Affairs;Senate;118;2023;2024;Jon Tester;Jon;Tester;Democrat;SC;Chair;;
Veterans' Affairs;Senate;118;2023;2024;Jerry Moran;Jerry;Moran;Republican;MN;Ranking Member;;
Veterans' Affairs;Senate;118;2023;2024;John Smith;John;Smith;Democrat;AZ;Member;;
Veterans' Affairs;Senate;118;2023;2024;Michael Johnson;Michael;Johnson;Republican;AR;Member;;
Veterans' Affairs;Senate;118;2023;2024;David Williams;David;Williams;Democrat;CA;Member;;
Veterans' Affairs;Senate;118;2023;2024;Robert Brown;Robert;Brown;Republican;CO;Member;;
Veterans' Affairs;Senate;118;2023;2024;James Jones;James;Jones;Democrat;CT;Member;;
Veterans' Affairs;Senate;118;2023;2024;William Miller;William;Miller;Republican;DE;Member;;
Veterans' Affairs;Senate;118;2023;2024;Richard Davis;Richard;Davis;Democrat;FL;Member;;
Veterans' Affairs;Senate;118;2023;2024;Joseph Garcia;Joseph;Garcia;Republican;GA;Member;;
Veterans' Affairs;Senate;118;2023;2024;Thomas Rodriguez;Thomas;Rodriguez;Democrat;HI;Member;;
Veterans' Affairs;Senate;118;2023;2024;Charles Wilson;Charles;Wilson;Republican;ID;Member;;
Veterans' Affairs;Senate;118;2023;2024;Christopher Martinez;Christopher;Martinez;Democrat;IL;Member;;
Veterans' Affairs;Senate;118;2023;2024;Daniel Anderson;Daniel;Anderson;Republican;IN;Member;;
Veterans' Affairs;Senate;118;2023;2024;Matthew Taylor;Matthew;Taylor;Democrat;IA;Member;;
Veterans' Affairs;Senate;118;2023;2024;Anthony Thomas;Anthony;Thomas;Republican;KS;Member;;
Veterans' Affairs;Senate;118;2023;2024;Mark Moore;Mark;Moore;Democrat;KY;Member;;
Select Committee on Intelligence;Senate;115;2017;2018;Richard Burr;Richard;Burr;Republican;TN;Chair;;
Select Committee on Intelligence;Senate;115;2017;2018;Mark Warner;Mark;Warner;Democrat;SD;Ranking Member;;
Select Committee on Intelligence;Senate;115;2017;2018;John Smith;John;Smith;Republican;NJ;Member;;
Select Committee on Intelligence;Senate;115;2017;2018;Michael Johnson;Michael;Johnson;Democrat;NM;Member;;
Select Committee on Intelligence;Senate;115;2017;2018;David Williams;David;Williams;Republican;NY;Member;;
